,matchid,teamid,firstblood,firsttower,firstinhib,firstbaron,firstdragon,firstharry,towerkills,inhibkills,baronkills,dragonkills,harrykills
278522,142773,100,0,1,1,1,1,0,8,2,1,2,0
278523,142773,200,1,0,0,0,0,0,3,0,0,0,0
278524,142774,100,1,1,1,0,1,1,10,2,0,2,1
278525,142774,200,0,0,0,0,0,0,0,0,0,0,0
278526,142775,100,1,1,1,0,1,0,10,2,0,2,0
278527,142775,200,0,0,0,1,0,0,5,0,1,2,0
278528,142776,100,0,1,1,1,1,0,9,1,1,2,0
278529,142776,200,1,0,0,0,0,0,4,0,0,1,0
278530,142777,100,0,0,0,0,1,1,1,0,0,1,1
278531,142777,200,1,1,1,1,0,0,10,2,1,3,0
278532,142778,100,1,0,0,1,1,0,6,0,1,3,0
278533,142778,200,0,1,0,0,0,0,2,0,0,0,0
278534,142779,100,1,1,1,0,0,0,6,1,0,0,0
278535,142779,200,0,0,0,0,0,0,0,0,0,0,0
278536,142780,100,0,1,0,0,0,0,3,0,0,0,0
278537,142780,200,1,0,1,0,0,0,6,3,0,0,0
278538,142781,100,0,1,1,0,0,0,6,1,0,0,0
278539,142781,200,1,0,0,0,0,0,2,0,0,0,0
278540,142782,100,0,0,0,0,0,0,0,0,0,0,0
278541,142782,200,1,1,1,0,0,0,7,3,0,0,0
278542,142783,100,0,1,1,0,0,0,7,2,0,0,0
278543,142783,200,1,0,0,0,0,0,0,0,0,0,0
278544,142784,100,1,1,1,0,0,0,7,1,0,0,0
278545,142784,200,0,0,0,0,0,0,0,0,0,0,0
278546,142785,100,0,0,0,0,0,0,0,0,0,0,0
278547,142785,200,1,1,1,0,0,0,7,2,0,0,0
278548,142786,100,0,0,0,0,0,0,0,0,0,0,0
278549,142786,200,0,0,0,0,0,0,0,0,0,0,0
278550,142787,100,0,0,1,1,1,1,10,2,1,4,1
278551,142787,200,1,1,0,0,0,0,4,0,0,0,0
278552,142788,100,1,1,1,1,1,0,8,1,1,3,0
278553,142788,200,0,0,0,0,0,0,3,0,0,0,0
278554,142789,100,0,0,1,1,0,0,9,1,1,2,0
278555,142789,200,1,1,0,0,1,0,2,0,0,1,0
278556,142790,100,0,0,0,0,0,0,0,0,0,0,0
278557,142790,200,1,1,1,0,0,0,6,1,0,0,0
278558,142791,100,0,0,0,0,0,0,0,0,0,0,0
278559,142791,200,1,1,1,0,0,0,6,1,0,0,0
278560,142792,100,0,1,1,0,0,0,6,1,0,0,0
278561,142792,200,1,0,0,0,0,0,3,0,0,0,0
278562,142793,100,0,0,0,0,0,0,0,0,0,0,0
278563,142793,200,1,1,0,0,0,0,4,0,0,0,0
278564,142794,100,0,1,0,0,1,0,1,0,0,1,0
278565,142794,200,1,0,0,0,0,0,5,0,0,2,0
278566,142795,100,0,0,0,0,0,0,2,0,0,0,0
278567,142795,200,1,1,1,0,1,0,11,2,0,4,0
278568,142796,100,0,1,1,0,1,0,7,1,0,1,0
278569,142796,200,1,0,0,0,0,0,0,0,0,1,0
278570,142797,100,0,0,1,1,1,0,5,1,1,3,0
278571,142797,200,1,1,0,0,0,0,5,0,0,1,0
278572,142798,100,0,0,0,0,0,0,1,0,0,0,0
278573,142798,200,1,1,1,0,1,0,7,1,0,3,0
278574,142799,100,1,1,0,0,0,1,5,0,0,1,1
278575,142799,200,0,0,1,1,1,0,10,2,1,3,0
278576,142800,100,1,0,0,0,1,0,3,0,0,2,0
278577,142800,200,0,1,1,1,0,0,10,3,1,1,0
278578,142801,100,0,0,0,0,0,0,2,0,0,0,0
278579,142801,200,1,1,1,0,1,0,5,1,0,2,0
278580,142802,100,0,1,1,0,1,0,8,1,0,2,0
278581,142802,200,1,0,0,0,0,0,1,0,0,0,0
278582,142803,100,1,0,0,0,1,0,0,0,0,1,0
278583,142803,200,0,1,1,1,0,0,7,1,1,2,0
278584,142804,100,0,0,0,0,0,0,0,0,0,0,0
278585,142804,200,1,1,1,0,0,0,6,1,0,0,0
278586,142805,100,0,1,1,1,1,0,9,1,1,2,0
278587,142805,200,1,0,0,0,0,0,2,0,0,0,0
278588,142806,100,1,0,0,0,0,1,4,0,1,1,1
278589,142806,200,0,1,1,1,1,0,11,3,1,4,0
278590,142807,100,0,0,1,0,1,0,8,3,0,2,0
278591,142807,200,1,1,0,1,0,0,9,3,2,4,0
278592,142808,100,1,0,1,0,0,0,6,1,0,0,0
278593,142808,200,0,1,0,0,0,0,4,0,0,0,0
278594,142809,100,1,0,0,0,0,0,0,0,0,0,0
278595,142809,200,0,1,1,0,0,0,4,1,0,0,0
278596,142810,100,1,1,0,0,0,0,1,0,0,0,0
278597,142810,200,0,0,1,0,0,0,6,1,0,0,0
278598,142811,100,1,1,0,0,0,0,3,0,0,0,0
278599,142811,200,0,0,1,0,0,0,7,2,0,0,0
278600,142812,100,0,1,0,0,0,0,2,0,0,0,0
278601,142812,200,1,0,1,0,0,0,7,2,0,0,0
278602,142813,100,1,0,0,0,0,0,0,0,0,0,0
278603,142813,200,0,1,1,0,0,0,7,2,0,0,0
278604,142814,100,0,0,1,0,0,0,7,2,0,0,0
278605,142814,200,1,1,0,0,0,0,5,0,0,0,0
278606,142815,100,0,0,0,0,0,0,0,0,0,0,0
278607,142815,200,1,1,1,0,0,0,7,2,0,0,0
278608,142816,100,1,1,1,0,0,0,5,1,0,0,0
278609,142816,200,0,0,0,0,0,0,0,0,0,0,0
278610,142817,100,0,1,1,0,0,0,5,1,0,0,0
278611,142817,200,1,0,0,0,0,0,6,1,0,0,0
278612,142818,100,0,0,1,0,0,0,5,1,0,0,0
278613,142818,200,1,1,0,0,0,0,5,1,0,0,0
278614,142819,100,0,0,0,0,0,0,0,0,0,0,0
278615,142819,200,1,1,0,0,0,0,4,0,0,0,0
278616,142820,100,1,1,0,0,0,0,3,0,0,0,0
278617,142820,200,0,0,1,0,0,0,6,1,0,0,0
278618,142821,100,1,0,0,0,0,0,0,0,0,0,0
278619,142821,200,0,1,0,0,0,0,3,0,0,0,0
278620,142822,100,0,0,0,0,0,0,2,0,0,0,0
278621,142822,200,1,1,1,0,0,0,6,2,0,0,0
278622,142823,100,1,1,1,0,0,0,6,2,0,0,0
278623,142823,200,0,0,0,0,0,0,2,0,0,0,0
278624,142824,100,0,0,0,0,0,0,0,0,0,0,0
278625,142824,200,1,1,1,0,0,0,5,1,0,0,0
278626,142825,100,0,0,0,0,0,0,0,0,0,0,0
278627,142825,200,1,1,1,0,0,0,7,2,0,0,0
278628,142826,100,1,1,0,0,0,0,6,2,0,0,0
278629,142826,200,0,0,1,0,0,0,5,2,0,0,0
278630,142827,100,1,1,1,0,0,0,6,1,0,0,0
278631,142827,200,0,0,0,0,0,0,1,0,0,0,0
278632,142828,100,0,0,0,0,0,0,0,0,0,0,0
278633,142828,200,1,1,1,0,0,0,7,1,0,0,0
278634,142829,100,0,0,0,0,0,0,0,0,0,0,0
278635,142829,200,1,1,1,0,0,0,6,1,0,0,0
278636,142830,100,1,0,0,0,0,0,0,0,0,0,0
278637,142830,200,0,1,0,0,0,0,3,0,0,0,0
278638,142831,100,1,0,0,0,0,0,0,0,0,0,0
278639,142831,200,0,1,0,0,0,0,3,0,0,0,0
278640,142832,100,1,1,1,0,0,0,7,3,0,0,0
278641,142832,200,0,0,0,0,0,0,0,0,0,0,0
278642,142833,100,0,0,0,0,0,0,0,0,0,0,0
278643,142833,200,1,1,1,0,0,0,7,2,0,0,0
278644,142834,100,0,0,0,0,0,0,0,0,0,0,0
278645,142834,200,1,1,1,0,0,0,7,2,0,0,0
278646,142835,100,1,0,0,0,0,0,0,0,0,0,0
278647,142835,200,0,1,1,0,0,0,7,1,0,0,0
278648,142836,100,0,0,1,0,0,0,7,3,0,0,0
278649,142836,200,1,1,0,0,0,0,6,1,0,0,0
278650,142837,100,1,1,0,0,0,0,5,0,0,0,0
278651,142837,200,0,0,1,0,0,0,6,1,0,0,0
278652,142838,100,0,0,0,0,0,0,0,0,0,0,0
278653,142838,200,1,1,0,0,0,0,4,0,0,0,0
278654,142839,100,0,1,0,0,0,0,1,0,0,0,0
278655,142839,200,1,0,1,0,0,0,7,3,0,0,0
278656,142840,100,1,1,1,0,0,0,7,2,0,0,0
278657,142840,200,0,0,0,0,0,0,2,0,0,0,0
278658,142841,100,0,0,0,0,0,0,0,0,0,0,0
278659,142841,200,1,1,1,0,0,0,7,1,0,0,0
278660,142842,100,1,1,0,0,0,0,2,0,0,0,0
278661,142842,200,0,0,0,0,0,0,0,0,0,0,0
278662,142843,100,1,1,0,0,0,0,4,0,0,0,0
278663,142843,200,0,0,0,0,0,0,0,0,0,0,0
278664,142844,100,0,0,1,0,0,0,7,2,0,0,0
278665,142844,200,1,1,0,0,0,0,6,2,0,0,0
278666,142845,100,1,1,1,0,0,0,7,2,0,0,0
278667,142845,200,0,0,0,0,0,0,0,0,0,0,0
278668,142846,100,0,1,1,0,0,0,7,3,0,0,0
278669,142846,200,1,0,0,0,0,0,0,0,0,0,0
278670,142847,100,0,1,0,0,0,0,1,0,0,0,0
278671,142847,200,1,0,1,0,0,0,7,2,0,0,0
278672,142848,100,0,0,0,0,0,0,3,0,0,0,0
278673,142848,200,1,1,1,0,0,0,7,3,0,0,0
278674,142849,100,0,1,1,0,0,0,7,3,0,0,0
278675,142849,200,1,0,0,0,0,0,1,0,0,0,0
278676,142850,100,1,0,0,0,0,0,0,0,0,0,0
278677,142850,200,0,1,1,0,0,0,6,1,0,0,0
278678,142851,100,0,0,0,0,0,0,2,0,0,0,0
278679,142851,200,1,1,1,0,1,0,10,2,0,3,0
278680,142852,100,1,0,0,0,0,0,0,0,0,0,0
278681,142852,200,0,1,0,0,0,0,5,0,0,0,0
278682,142853,100,1,0,0,0,0,0,2,0,0,0,0
278683,142853,200,0,1,1,0,0,0,7,3,0,0,0
278684,142854,100,1,0,1,0,0,0,6,1,0,0,0
278685,142854,200,0,1,0,0,0,0,3,0,0,0,0
278686,142855,100,1,0,0,0,0,0,1,0,0,0,0
278687,142855,200,0,1,1,0,0,0,7,2,0,0,0
279882,143453,100,1,0,0,0,1,1,3,0,0,2,1
279883,143453,200,0,1,1,1,0,0,11,2,1,1,0
279884,143454,100,0,1,1,1,0,1,11,2,1,2,1
279885,143454,200,1,0,0,0,1,0,2,0,0,1,0
279886,143455,100,1,1,1,1,1,1,11,3,1,2,1
279887,143455,200,0,0,0,0,0,0,0,0,0,0,0
279888,143456,100,0,1,1,1,0,0,9,2,1,2,0
279889,143456,200,1,0,0,0,1,0,3,0,0,1,0
279890,143457,100,1,1,0,0,0,0,3,0,0,1,0
279891,143457,200,0,0,1,1,1,0,10,2,1,3,0
279892,143458,100,1,1,1,0,1,1,10,1,0,3,1
279893,143458,200,0,0,0,0,0,0,1,0,0,0,0
279894,143459,100,0,1,1,1,1,0,11,3,1,1,0
279895,143459,200,1,0,0,0,0,0,2,0,0,0,0
279896,143460,100,1,1,0,1,1,1,10,3,2,1,1
279897,143460,200,0,0,1,0,0,0,9,3,0,4,0
279898,143461,100,1,0,0,0,0,0,0,0,0,0,0
279899,143461,200,0,1,1,1,1,1,6,1,1,3,1
279900,143462,100,1,1,1,1,0,1,11,2,1,2,1
279901,143462,200,0,0,0,0,1,0,1,0,0,1,0
279902,143463,100,1,0,1,0,0,0,10,2,1,3,0
279903,143463,200,0,1,0,1,1,0,5,0,1,1,0
279904,143464,100,1,0,1,1,0,0,5,1,1,1,0
279905,143464,200,0,1,0,0,1,1,9,2,1,2,1
279906,143465,100,1,1,1,1,1,0,9,1,1,2,0
279907,143465,200,0,0,0,0,0,0,2,0,0,1,0
279908,143466,100,1,0,0,0,0,0,0,0,0,0,0
279909,143466,200,0,0,0,0,0,0,0,0,0,0,0
279910,143467,100,1,0,0,1,0,0,4,0,1,3,0
279911,143467,200,0,1,1,0,1,1,7,1,0,1,1
279912,143468,100,1,0,1,1,1,1,8,1,1,2,1
279913,143468,200,0,1,0,0,0,0,1,0,0,0,0
279914,143469,100,1,1,1,0,0,0,11,3,0,1,0
279915,143469,200,0,0,0,1,1,0,5,1,1,2,0
279916,143470,100,0,0,0,0,0,0,4,0,0,0,0
279917,143470,200,1,1,1,1,1,1,10,3,1,3,1
279918,143471,100,0,0,0,0,0,1,2,0,0,0,1
279919,143471,200,1,1,1,1,1,0,11,4,2,5,0
279920,143472,100,1,0,0,0,0,0,4,0,0,0,0
279921,143472,200,0,1,1,1,1,1,8,1,1,2,1
279922,143473,100,0,1,0,0,1,0,4,0,0,2,0
279923,143473,200,1,0,1,1,0,1,9,2,1,1,1
279924,143474,100,1,0,1,1,0,0,9,2,1,2,0
279925,143474,200,0,1,0,0,1,0,3,0,0,1,0
279926,143475,100,1,1,0,0,1,0,4,0,0,1,0
279927,143475,200,0,0,0,0,0,0,1,0,0,0,0
279928,143476,100,1,1,1,1,1,1,9,2,1,2,1
279929,143476,200,0,0,0,0,0,0,2,0,0,0,0
279930,143477,100,1,1,1,0,0,0,7,1,0,0,0
279931,143477,200,0,0,0,0,1,0,1,0,0,2,0
279932,143478,100,1,0,0,0,0,0,0,0,0,0,0
279933,143478,200,0,0,0,0,0,0,0,0,0,0,0
279934,143479,100,0,1,1,0,0,0,9,1,0,2,0
279935,143479,200,1,0,0,0,1,1,1,0,0,1,1
279936,143480,100,0,0,0,0,1,0,3,0,0,2,0
279937,143480,200,1,1,1,1,0,1,9,1,1,2,1
279938,143481,100,1,1,1,1,1,0,10,2,1,3,0
279939,143481,200,0,0,0,0,0,0,0,0,0,0,0
279940,143482,100,1,1,0,0,0,0,5,0,0,1,0
279941,143482,200,0,0,1,1,1,1,11,3,1,2,1
279942,143483,100,0,0,1,1,0,0,8,1,1,1,0
279943,143483,200,1,1,0,0,1,1,2,0,0,1,1
279944,143484,100,1,1,1,1,1,0,8,1,1,2,0
279945,143484,200,0,0,0,0,0,1,2,0,0,0,1
279946,143485,100,0,0,0,0,0,0,2,0,1,0,0
279947,143485,200,1,1,1,1,1,1,11,3,1,5,1
279948,143486,100,1,1,1,1,1,0,8,1,1,2,0
279949,143486,200,0,0,0,0,0,1,3,0,0,1,1
279950,143487,100,0,0,0,0,0,0,1,0,0,0,0
279951,143487,200,1,1,1,1,1,1,8,1,1,3,1
279952,143488,100,1,0,0,0,1,0,0,0,0,1,0
279953,143488,200,0,1,1,0,0,1,10,2,0,1,1
279954,143489,100,0,0,1,1,0,1,9,2,1,0,1
279955,143489,200,1,1,0,0,1,0,6,0,0,2,0
279956,143490,100,1,1,1,1,0,1,5,1,1,1,1
279957,143490,200,0,0,0,0,1,0,9,2,0,2,0
279958,143491,100,1,0,0,0,0,0,2,0,0,0,0
279959,143491,200,0,1,1,1,1,0,8,1,1,3,0
279960,143492,100,0,1,0,1,1,0,3,0,1,2,0
279961,143492,200,1,0,0,0,0,1,1,0,0,0,1
279962,143493,100,1,1,1,0,1,1,8,1,0,1,1
279963,143493,200,0,0,0,0,0,0,0,0,0,0,0
279964,143494,100,0,0,0,0,1,0,3,0,0,1,0
279965,143494,200,1,1,1,1,0,1,8,1,1,1,1
279966,143495,100,0,1,1,0,0,1,6,1,0,1,1
279967,143495,200,1,0,0,1,1,0,8,1,1,3,0
279968,143496,100,1,0,0,0,1,0,4,0,0,2,0
279969,143496,200,0,1,1,1,0,1,8,1,1,1,1
279970,143497,100,1,1,1,1,1,1,11,4,1,3,1
279971,143497,200,0,0,0,0,0,0,3,0,0,0,0
279972,143498,100,0,0,0,0,0,0,0,0,0,0,0
279973,143498,200,1,1,1,0,1,1,10,2,0,1,1
279974,143499,100,1,0,1,1,0,1,8,1,1,3,1
279975,143499,200,0,1,0,0,1,0,3,0,0,1,0
279976,143500,100,0,1,1,0,1,0,11,2,0,2,0
279977,143500,200,1,0,0,1,0,1,2,0,1,0,1
279978,143501,100,0,0,0,0,0,0,3,0,0,0,0
279979,143501,200,1,1,1,1,1,1,10,2,1,3,1
279980,143502,100,1,1,1,1,0,1,10,2,1,2,1
279981,143502,200,0,0,0,0,1,0,0,0,0,1,0
279982,143503,100,0,0,1,1,1,1,10,2,1,3,1
279983,143503,200,1,1,0,0,0,0,3,0,0,0,0
279984,143504,100,0,1,1,1,1,1,11,4,1,3,1
279985,143504,200,1,0,0,0,0,0,4,0,0,1,0
279986,143505,100,0,0,1,1,0,1,9,1,1,0,1
279987,143505,200,1,1,0,0,1,0,5,0,0,3,0
279988,143506,100,1,0,0,0,0,0,2,0,0,1,0
279989,143506,200,0,1,1,1,1,0,10,2,2,2,0
279990,143507,100,0,0,0,0,0,0,0,0,0,0,0
279991,143507,200,1,1,1,1,1,1,9,2,1,2,1
279992,143508,100,1,0,0,0,0,0,3,0,0,0,0
279993,143508,200,0,1,1,1,1,0,10,3,1,3,0
279994,143509,100,1,0,1,1,0,0,8,1,1,2,0
279995,143509,200,0,1,0,0,1,1,2,0,0,1,1
279996,143510,100,1,1,0,0,1,1,3,0,0,1,1
279997,143510,200,0,0,1,0,0,0,8,1,0,3,0
279998,143511,100,0,1,0,1,0,0,6,0,1,2,0
279999,143511,200,1,0,1,0,1,0,11,3,1,2,0
280000,143512,100,1,1,1,1,0,0,8,1,1,2,0
280001,143512,200,0,0,0,0,1,0,3,0,0,1,0
280002,143513,100,0,1,1,0,1,0,11,3,0,2,0
280003,143513,200,1,0,0,0,0,0,1,0,0,0,0
280004,143514,100,0,1,1,1,1,0,10,3,1,2,0
280005,143514,200,1,0,0,0,0,0,0,0,0,0,0
280006,143515,100,0,1,1,1,0,1,8,2,1,2,1
280007,143515,200,1,0,0,0,1,0,2,0,0,1,0
280008,143516,100,1,1,1,0,1,0,8,2,0,2,0
280009,143516,200,0,0,0,0,0,0,2,0,0,1,0
280010,143517,100,0,1,1,1,1,0,8,1,1,1,0
280011,143517,200,1,0,0,0,0,0,0,0,0,0,0
280012,143518,100,1,1,0,0,1,0,4,0,0,2,0
280013,143518,200,0,0,1,1,0,0,10,2,1,1,0
280014,143519,100,0,1,0,0,0,0,4,0,0,0,0
280015,143519,200,1,0,1,1,1,0,10,2,1,4,0
280016,143520,100,1,0,0,0,0,0,2,0,0,0,0
280017,143520,200,0,1,1,1,1,0,6,1,1,2,0
280018,143521,100,1,1,0,0,1,0,7,1,0,1,0
280019,143521,200,0,0,1,1,0,0,6,2,2,2,0
280020,143522,100,1,1,1,0,0,0,10,2,0,2,0
280021,143522,200,0,0,0,0,1,0,3,0,0,2,0
280022,143523,100,1,0,1,0,1,0,8,2,0,2,0
280023,143523,200,0,1,0,1,0,0,8,1,1,2,0
280024,143524,100,1,0,0,0,1,0,3,0,0,3,0
280025,143524,200,0,1,1,1,0,0,9,1,1,1,0
280026,143525,100,1,1,1,0,0,0,10,2,0,1,0
280027,143525,200,0,0,0,0,1,0,2,0,0,1,0
280028,143526,100,1,1,1,0,0,0,11,2,0,2,0
280029,143526,200,0,0,0,1,1,0,2,0,1,1,0
280030,143527,100,1,0,0,0,1,0,4,0,0,2,0
280031,143527,200,0,1,1,1,0,0,9,2,1,1,0
280032,143528,100,1,0,0,0,0,0,0,0,0,0,0
280033,143528,200,0,1,1,0,1,0,11,3,0,2,0
280034,143529,100,1,1,1,1,1,0,10,2,1,3,0
280035,143529,200,0,0,0,0,0,0,2,0,0,0,0
280036,143530,100,0,0,1,1,0,0,9,1,1,2,0
280037,143530,200,1,1,0,0,1,0,3,0,0,1,0
280038,143531,100,1,1,1,0,0,0,11,3,0,1,0
280039,143531,200,0,0,0,0,1,0,4,0,0,1,0
280040,143532,100,0,0,0,0,0,0,1,0,0,0,0
280041,143532,200,1,1,1,0,1,0,7,1,0,2,0
280042,143533,100,0,0,1,0,1,0,6,1,0,1,0
280043,143533,200,1,1,0,1,0,0,4,0,1,2,0
280044,143534,100,0,0,0,0,1,0,1,0,0,1,0
280045,143534,200,1,1,0,0,0,0,3,0,0,1,0
280046,143535,100,1,1,1,0,1,0,7,1,0,2,0
280047,143535,200,0,0,0,0,0,0,1,0,0,0,0
280048,143536,100,1,1,1,0,0,0,5,1,0,0,0
280049,143536,200,0,0,0,0,0,0,1,0,0,0,0
280050,143537,100,0,1,0,0,0,0,3,0,0,2,0
280051,143537,200,1,0,1,1,1,0,9,2,1,2,0
280052,143538,100,1,1,1,1,1,0,7,1,1,2,0
280053,143538,200,0,0,0,0,0,0,3,0,0,0,0
280054,143539,100,0,0,1,1,1,0,8,1,1,3,0
280055,143539,200,1,1,0,0,0,1,2,0,0,0,1
280056,143540,100,1,0,0,0,1,1,6,0,1,4,1
280057,143540,200,0,1,1,1,0,0,9,4,2,1,0
280058,143541,100,0,0,0,0,0,1,0,0,0,0,1
280059,143541,200,1,1,1,1,1,0,7,1,1,2,0
280060,143542,100,0,0,0,0,1,0,1,0,0,1,0
280061,143542,200,1,1,1,1,0,1,11,3,1,2,1
280062,143543,100,1,1,0,1,0,0,3,0,1,2,0
280063,143543,200,0,0,1,0,1,0,8,1,0,2,0
280064,143544,100,0,0,0,0,0,0,6,1,0,2,0
280065,143544,200,1,1,1,1,1,1,10,4,2,4,1
280066,143545,100,1,0,1,0,1,0,8,1,0,2,0
280067,143545,200,0,1,0,0,0,0,1,0,0,0,0
280068,143546,100,0,1,0,0,1,0,2,0,0,1,0
280069,143546,200,1,0,1,1,0,0,11,5,1,4,0
280070,143547,100,1,0,0,0,1,0,3,0,0,1,0
280071,143547,200,0,1,1,1,0,0,9,1,2,2,0
280072,143548,100,0,0,0,0,0,0,0,0,0,0,0
280073,143548,200,1,1,1,1,1,0,9,1,1,3,0
280074,143549,100,0,0,0,0,1,0,2,0,0,1,0
280075,143549,200,1,1,1,1,0,0,10,2,1,2,0
280076,143550,100,1,1,1,1,1,1,11,4,1,3,1
280077,143550,200,0,0,0,0,0,0,1,0,0,0,0
280078,143551,100,1,1,0,0,1,0,2,0,0,1,0
280079,143551,200,0,0,1,1,0,0,10,2,1,3,0
280080,143552,100,1,1,0,1,1,0,6,0,1,4,0
280081,143552,200,0,0,1,0,0,0,8,1,1,1,0
280082,143553,100,1,0,0,0,0,0,2,0,0,0,0
280083,143553,200,0,1,1,1,1,0,10,2,1,2,0
280084,143554,100,0,0,1,1,1,0,9,1,1,2,0
280085,143554,200,1,1,0,0,0,0,4,0,0,0,0
280086,143555,100,0,1,1,0,0,0,11,5,0,3,0
280087,143555,200,1,0,0,1,1,0,3,0,1,2,0
280088,143556,100,0,1,0,0,0,1,2,0,0,0,1
280089,143556,200,1,0,1,1,1,0,11,2,1,3,0
280090,143557,100,0,1,1,1,1,0,10,3,1,3,0
280091,143557,200,1,0,0,0,0,0,2,0,0,0,0
280092,143558,100,0,0,0,0,0,0,2,0,0,1,0
280093,143558,200,1,1,1,1,1,0,8,1,1,1,0
280094,143559,100,0,0,0,0,0,0,1,0,0,0,0
280095,143559,200,1,1,1,1,1,0,10,1,1,2,0
280096,143560,100,0,1,0,0,0,0,2,0,0,0,0
280097,143560,200,1,0,1,1,1,0,6,1,1,2,0
280098,143561,100,1,1,1,1,1,0,11,3,1,3,0
280099,143561,200,0,0,0,0,0,0,3,0,0,1,0
280100,143562,100,0,0,0,0,0,0,2,0,0,0,0
280101,143562,200,1,1,1,1,1,0,9,2,1,3,0
280102,143563,100,0,0,0,0,0,0,0,0,0,0,0
280103,143563,200,1,1,0,0,1,0,6,0,0,1,0
280104,143564,100,1,1,0,0,0,0,6,0,0,0,0
280105,143564,200,0,0,1,1,1,0,10,2,1,4,0
280106,143565,100,1,0,0,0,0,0,0,0,0,0,0
280107,143565,200,0,1,1,1,1,1,11,3,1,2,1
280108,143566,100,0,0,1,1,1,0,8,1,1,2,0
280109,143566,200,1,1,0,0,0,0,3,0,0,1,0
280110,143567,100,1,1,0,0,0,0,4,0,0,0,0
280111,143567,200,0,0,1,1,1,0,11,3,1,2,0
280112,143568,100,1,0,0,0,1,0,7,1,0,2,0
280113,143568,200,0,1,1,1,0,0,8,2,2,2,0
280114,143569,100,0,0,0,0,0,0,0,0,0,0,0
280115,143569,200,1,1,1,1,1,1,11,3,1,2,1
280116,143570,100,0,0,0,0,0,0,1,0,0,0,0
280117,143570,200,1,1,1,1,1,0,11,2,1,3,0
280118,143571,100,0,0,1,1,1,0,7,1,1,3,0
280119,143571,200,1,1,0,0,0,0,1,0,0,0,0
280120,143572,100,1,1,1,1,1,1,5,1,1,2,1
280121,143572,200,0,0,0,0,0,0,3,0,0,0,0
280122,143573,100,1,1,1,0,1,0,9,1,0,2,0
280123,143573,200,0,0,0,0,0,0,0,0,0,0,0
280124,143574,100,0,0,0,0,1,0,0,0,0,1,0
280125,143574,200,1,1,1,0,0,0,11,3,0,1,0
280126,143575,100,0,0,0,0,0,0,0,0,0,0,0
280127,143575,200,1,1,1,0,1,0,6,1,0,1,0
280128,143576,100,0,0,0,0,0,0,2,0,0,0,0
280129,143576,200,1,1,1,1,1,0,9,1,1,2,0
280130,143577,100,0,0,0,0,0,0,1,0,0,0,0
280131,143577,200,1,1,1,1,1,0,11,3,1,4,0
280132,143578,100,0,1,0,0,1,0,4,0,0,1,0
280133,143578,200,1,0,1,1,0,0,7,2,1,1,0
280134,143579,100,1,0,1,1,0,1,11,3,1,2,1
280135,143579,200,0,1,0,0,1,0,4,0,0,1,0
280136,143580,100,1,1,1,1,1,0,8,1,1,2,0
280137,143580,200,0,0,0,0,0,0,2,0,0,1,0
280138,143581,100,1,1,1,0,1,0,9,1,0,3,0
280139,143581,200,0,0,0,0,0,0,2,0,0,0,0
280140,143582,100,1,0,0,0,1,0,2,0,0,1,0
280141,143582,200,0,1,1,1,0,0,11,3,1,2,0
280142,143583,100,0,1,1,1,0,0,7,2,1,1,0
280143,143583,200,1,0,0,0,1,0,5,0,0,2,0
280144,143584,100,1,1,1,1,1,1,11,4,1,3,1
280145,143584,200,0,0,0,0,0,0,0,0,0,0,0
280146,143585,100,0,0,0,0,1,0,4,0,0,2,0
280147,143585,200,1,1,1,1,0,0,9,2,1,0,0
280148,143586,100,0,1,0,1,1,0,7,1,1,2,0
280149,143586,200,1,0,1,0,0,0,7,1,1,3,0
280150,143587,100,0,0,0,0,0,0,5,0,0,0,0
280151,143587,200,1,1,1,1,1,0,10,2,2,4,0
280152,143588,100,1,1,0,0,0,0,4,0,0,1,0
280153,143588,200,0,0,0,0,1,0,1,0,0,2,0
280154,143589,100,0,0,0,0,1,0,3,0,0,1,0
280155,143589,200,1,1,1,1,0,0,9,2,2,2,0
280156,143590,100,1,1,1,1,0,0,9,2,1,2,0
280157,143590,200,0,0,0,0,1,0,1,0,0,1,0
280158,143591,100,0,1,1,1,0,1,8,2,1,3,1
280159,143591,200,1,0,0,0,1,0,1,0,0,1,0
280160,143592,100,0,0,0,0,0,0,0,0,0,0,0
280161,143592,200,1,0,0,0,0,0,0,0,0,0,0
280162,143593,100,0,0,0,0,0,0,0,0,0,0,0
280163,143593,200,1,1,1,1,1,0,11,3,1,3,0
280164,143594,100,0,1,0,0,0,1,2,0,0,0,1
280165,143594,200,1,0,1,1,1,0,11,4,2,3,0
280166,143595,100,0,0,1,1,0,0,8,1,1,1,0
280167,143595,200,1,1,0,0,1,0,5,0,0,3,0
280168,143596,100,1,0,1,1,1,0,10,2,1,4,0
280169,143596,200,0,1,0,0,0,0,5,0,0,1,0
280170,143597,100,1,1,1,1,0,1,9,1,1,2,1
280171,143597,200,0,0,0,0,1,0,4,0,0,2,0
280172,143598,100,0,0,0,0,0,0,3,0,0,0,0
280173,143598,200,1,1,1,1,1,1,8,2,2,4,1
280174,143599,100,0,1,1,0,0,0,6,1,0,2,0
280175,143599,200,1,0,0,1,1,0,9,1,2,2,0
280176,143600,100,0,0,0,0,0,0,3,0,0,0,0
280177,143600,200,1,1,1,1,1,0,11,3,2,4,0
280178,143601,100,1,1,0,0,1,0,7,0,0,3,0
280179,143601,200,0,0,0,0,0,0,0,0,0,0,0
